PostContent,Date,NumberOfComment,Like,Heart,Care,Haha,Wow,Sad,Angry,ContentofComment
mn cho em hỏi em đậu DUE ngành qtkd rồi nhưng bên udn em k đậu qtkd thì có trúng tuyển rồi không ạ,22 Tháng 6,18,0,0,0,0,0,0,0,"['mn cho em hỏi em đậu DUE ngành qtkd rồi nhưng bên udn em k đậu qtkd thì có trúng tuyển rồi không ạ', 'Cho mình xin link bên cái cậu đậu vs ạ', '2 pt khác nhau mà em, em đậu pt2 là em đậu QTKD r đó']"
"Cho em hỏi mìn đậu xts thì có bắt buộc phải để trường lên nv1 ko 
Nếu em đặt trường khác lên nv1, due nv2 nhưng nếu nv1 của em k đậu thì nv2 là due có được xét tiếp ko ạ",22 Tháng 6,1,0,0,0,0,0,0,0,"['Cho em hỏi mìn đậu xts thì có bắt buộc phải để trường lên nv1 ko \nNếu em đặt trường khác lên nv1, due nv2 nhưng nếu nv1 của em k đậu thì nv2 là due có được xét tiếp ko ạ', 'Được em nhé']"
Cho em hỏi điểm ưu tiên là cộng theo quy chế mới của BGD hay cộng nguyên điểm v,22 Tháng 6,1,0,0,0,0,0,0,0,"['Cho em hỏi điểm ưu tiên là cộng theo quy chế mới của BGD hay cộng nguyên điểm v', 'Cộng theo quy chế của Bộ GD e nha']"
"Mn ơi cho e hỏi với
- E có đki bên đề án riêng 3 nghành mà e đậu xét tuyển tc-nh nghĩa là 2 nguyên vọng còn lại của e rớt ạ?
- Nếu e để nv1 là hà nội, nv2 là nghành e trúng tuyển (tc-nh đà nẵng) thì có đc không ạ? với lại khi e rớt nv1 thì nv2 của e đc chấp nhận không ạ?",22 Tháng 6,1,0,0,0,0,0,0,0,"['Mn ơi cho e hỏi với\n- E có đki bên đề án riêng 3 nghành mà e đậu xét tuyển tc-nh nghĩa là 2 nguyên vọng còn lại của e rớt ạ?\n- Nếu e để nv1 là hà nội, nv2 là nghành e trúng tuyển (tc-nh đà nẵng) thì có đc không ạ? với lại khi e rớt nv1 thì nv2 của e đc chấp nhận không ạ?', '- đúng rồi e, 2 nguyện vọng còn lại không xét\n- được em nhé']"
Cho e hỏi chỉ tiêu xét pt2 là chừng đoa xong xét từ trên xuống từng nhóm hay mỗi nhóm lại còn có chỉ tiêu nhất định nữa ạ??,18 Tháng 6,18,0,0,0,0,0,0,0,"['Cho e hỏi chỉ tiêu xét pt2 là chừng đoa xong xét từ trên xuống từng nhóm hay mỗi nhóm lại còn có chỉ tiêu nhất định nữa ạ??', 'Điểm quy đổi được xếp từ cao xuống thấp rồi lấy đến khi đủ chỉ tiêu các ngành đó e', 'Dạ cho em hỏi ngày nào có kết quả xét tuyển ạ Nguyễn Thảo Nguyên']"
mn cho e hỏi là 2 xét 2 phương thức thì trúng tuyển 2 ngành khác  thì em có thể chọn 1 trong 2 ngành đó đko ạ,21 Tháng 6,3,0,0,0,0,0,0,0,"['mn cho e hỏi là 2 xét 2 phương thức thì trúng tuyển 2 ngành khác  thì em có thể chọn 1 trong 2 ngành đó đko ạ', 'Quan trọng là e đưa ngành nào lên nv1 ở hệ thống bộ nha']"
"mng ơi mình tra cứu trên web mà nó bảo số cccd ko tồn tại là sao ạ, là hồ sơ mình bị loại hay sao ạ tại mình check cũng kh thấy mình sai sót chỗ nào hết ",21 Tháng 6,15,0,0,0,0,0,0,0,"['mng ơi mình tra cứu trên web mà nó bảo số cccd ko tồn tại là sao ạ, là hồ sơ mình bị loại hay sao ạ tại mình check cũng kh thấy mình sai sót chỗ nào hết ', 'Em xét pt mấy, đã tra cứu đúng đường link chưa, vì mỗi pt có link tra cứu khác nhau ấy']"
dạ như này là đậu hả hay sao ạ,21 Tháng 6,16,0,0,0,0,0,0,0,"['dạ như này là đậu hả hay sao ạ', 'Bn tra đâu vậy ah', 'Đậu r đó em']"
Cho e hỏi là mình đỗ rồi thì cần gửi hồ sơ giấy đến nhà trường ko ạ hay chỉ đk nguyện vọng trên trang của bộ thôi ạ,21 Tháng 6,15,0,0,0,0,0,0,0,"['Cho e hỏi là mình đỗ rồi thì cần gửi hồ sơ giấy đến nhà trường ko ạ hay chỉ đk nguyện vọng trên trang của bộ thôi ạ', 'b tra cứu kq rui hả', 'chào tân sinh viên ạ']"
"Dạ ac cho e hỏi điều kiện 3 là sao vậy ạ 
 Là h phải để ở nv1 mới đc vào ạ",21 Tháng 6,7,0,0,0,0,0,0,0,"['Dạ ac cho e hỏi điều kiện 3 là sao vậy ạ \n Là h phải để ở nv1 mới đc vào ạ', 'đki nv trên hệ thống của bộ bạn để ngành bạn trúng tuyển đó lên nv1 là được đó bạn']"
"Chào mừng các thành viên mới đến với cộng đồng tuyển sinh Đại học Kinh tế Đại học Đà Nẵng
Như Quỳnh,
Kim Toan,
Hải Yến,
Diễm My,… Xem thêm",21 Tháng 6,10,0,0,0,0,0,0,0,"['Chào mừng các thành viên mới đến với cộng đồng tuyển sinh Đại học Kinh tế Đại học Đà Nẵng\nNhư Quỳnh,\nKim Toan,\nHải Yến,\nDiễm My,… Xem thêm', 'All in thpt nếu đậu\n-‘chào Due’\nNếu không đậu … Xem thêm', 'Trường chưa up link tuyển sinh riêng à mn']"
Cho em hỏi đăng kí ngành trúng tuyển trên hệ thống của bộ giáo dục thì khi nào đăng kí vậy ạ? Và khi nào hết hạn ạ?,21 Tháng 6,7,0,0,0,0,0,0,0,"['Cho em hỏi đăng kí ngành trúng tuyển trên hệ thống của bộ giáo dục thì khi nào đăng kí vậy ạ? Và khi nào hết hạn ạ?', 'Cho ph hỏi nếu muốn đổi từ nv1 sang nv 2 có được ko. Ph quan tâm. Xin cám ơn', 'Ch có mở đăngki em,']"
"Mọi người cho e hỏi nếu đã đậu học bạ thì đăng kí nguyện vọng trên hệ thống bộ cũng là ngành mình đã trúng tuyển là nv 1 luôn hả, tại do e đki thi công an mà bên công an yêu cầu bắt buộc là nv1 rùi thi e có thể đăng kí nv 2 k ạ",21 Tháng 6,1,0,0,0,0,0,0,0,"['Mọi người cho e hỏi nếu đã đậu học bạ thì đăng kí nguyện vọng trên hệ thống bộ cũng là ngành mình đã trúng tuyển là nv 1 luôn hả, tại do e đki thi công an mà bên công an yêu cầu bắt buộc là nv1 rùi thi e có thể đăng kí nv 2 k ạ', 'Sắp xếp NV trên cổng Bộ tuỳ thuộc vào mong muốn cá nhân của e nha']"
"Các bạn 2k6 ơi!!! Chương trình Cử Nhân Liên Kết Quốc Tế - Trường Đại Học Kinh Tế Đà Nẵng vẫn đang mở đơn xét tuyển HỌC BẠ, nếu có thắc mắc về chương trình các bạn đừng ngại ib trực tiếp chị nhé",21 Tháng 6,1,0,0,0,0,0,0,0,"['Các bạn 2k6 ơi!!! Chương trình Cử Nhân Liên Kết Quốc Tế - Trường Đại Học Kinh Tế Đà Nẵng vẫn đang mở đơn xét tuyển HỌC BẠ, nếu có thắc mắc về chương trình các bạn đừng ngại ib trực tiếp chị nhé', 'XÉT TUYỂN HỌC BẠ CHƯƠNG TRÌNH CỬ NHÂN ĐẠI HỌC COVENTRY NGAY TẠI TRƯỜNG ĐẠI HỌC KINH TẾ, ĐẠI HỌC ĐÀ NẴNG\nĐỢT 2 ĐẾN NGÀY 16/8', 'Các bạn có thắc mắc gì cứ chủ động liên hệ mình để nhận tư vấn trực tiếp nhé!!!']"
"Em hỏi thử là giờ em thay đổi định hướng, k muốn học nv1 hồi trước đặt nữa thì có cách nào k ạ",7 Tháng 6,21,0,0,0,0,0,0,0,"['Em hỏi thử là giờ em thay đổi định hướng, k muốn học nv1 hồi trước đặt nữa thì có cách nào k ạ', 'Rớt NV1 là được mà bạn ơi =)))', 't khuyên mà k tin??']"
"Mấy anh chị cho em hỏi, kết quả xét tuyển học bạ là trường gửi mail về hay mình tự tra cứu ạ?",20 Tháng 6,38,0,0,0,0,0,0,0,"['Mấy anh chị cho em hỏi, kết quả xét tuyển học bạ là trường gửi mail về hay mình tự tra cứu ạ?', 'mình nghĩ tự tra cứu cho nhanh, vì có khi mail gửi về sau mấy ngày cũng có khi', 'Baoh có kq vậy nhỉ :?']"
Dạ cho em hỏi là khi mình đăng kí nguyện vọng trên cổng bộ là mình chỉ được chọn lấy một trong hai là lấy điểm thi TN hoặc học bạ phải không ạ! Nếu mình lựa chọn điểm thi thì điểm học bạ coi như không có lấy phải không ạ,20 Tháng 6,5,0,0,0,0,0,0,0,"['Dạ cho em hỏi là khi mình đăng kí nguyện vọng trên cổng bộ là mình chỉ được chọn lấy một trong hai là lấy điểm thi TN hoặc học bạ phải không ạ! Nếu mình lựa chọn điểm thi thì điểm học bạ coi như không có lấy phải không ạ', 'Nếu e chọn xét điểm thi ở nv 1, xét học bạ (đã trúng tuyển) ở nv2. Thì khi e đậu nv1 sẽ ko xét đến nv2 nữa. Nếu e rớt nv1 thì vẫn còn nv2 để e nhập học', 'Hồ sơ học bạ của e bây h vẫn chưa duyệt xong vậy sao e biết mình đậu hay k ạ']"
Mọi người cho em hỏi là nếu mình đậu học bạ rồi thì đến ngày đăng kí nguyện vọng mình để nguyện vọng đậu học bạ đầu tiên là mình chắc chắn đậu vào trường phải không ạ,20 Tháng 6,2,0,0,0,0,0,0,0,"['Mọi người cho em hỏi là nếu mình đậu học bạ rồi thì đến ngày đăng kí nguyện vọng mình để nguyện vọng đậu học bạ đầu tiên là mình chắc chắn đậu vào trường phải không ạ', 'Cần thêm điều kiện thi đậu TN THPT nữa nha e']"
"Dạ m.n cho em hỏi:  trong lúc đăng kí tuyển sinh em lại có sự nhầm lẫn giữa phương thức 2 và phương thức 3 í ạ, tại phương thức 2 có ghi: xét học bạ THPT và năng lực ngoại ngữ nên em tưởng phải có IELTS mới có thể xét được ( giờ em mới biết đó là xét tuyển theo đề án riêng ), sau đó em lại đăng kí xét tuyển theo phương thức 3
Các ac cho em hỏi mình có cách nào để cứu vãng tình hình không ạ",20 Tháng 6,9,0,0,0,0,0,0,0,"['Dạ m.n cho em hỏi:  trong lúc đăng kí tuyển sinh em lại có sự nhầm lẫn giữa phương thức 2 và phương thức 3 í ạ, tại phương thức 2 có ghi: xét học bạ THPT và năng lực ngoại ngữ nên em tưởng phải có IELTS mới có thể xét được ( giờ em mới biết đó là xét tuyển theo đề án riêng ), sau đó em lại đăng kí xét tuyển theo phương thức 3\nCác ac cho em hỏi mình có cách nào để cứu vãng tình hình không ạ', 'Thảo Trâm y chang t nè m', 'Hiện tại đã đóng cổng đk xét tuyển rồi, nên hồ sơ e vẫn chỉ có đk bên pt3 thôi ko thay đổi đc nha e']"
dạ cho em hỏi là mình đậu hay rớt đều gửi gmail về cho mình hay là chỉ đậu mới gửi thôi ạ,20 Tháng 6,4,0,0,0,0,0,0,0,"['dạ cho em hỏi là mình đậu hay rớt đều gửi gmail về cho mình hay là chỉ đậu mới gửi thôi ạ', 'có link tra cho lẹ ấy, nhma hình như không đậu là không gửi về mail đâu', 'Chấm ạ']"
"Cho em hỏi có phải năm trước ít người xét pt2 nên điểm chuẩn nhiều nghành lấy ít đúng ko ạ?
Tại năm nay thấy nhiều bạn điểm cao xét pt này quá chắc điểm chuẩn sẻ tăng nhiều lắm mn nhỉ 
mình nghĩ sẻ cao hơn cả năm 2022 nhiều",4 Tháng 6,55,0,0,0,0,0,0,0,"['Cho em hỏi có phải năm trước ít người xét pt2 nên điểm chuẩn nhiều nghành lấy ít đúng ko ạ?\nTại năm nay thấy nhiều bạn điểm cao xét pt này quá chắc điểm chuẩn sẻ tăng nhiều lắm mn nhỉ \nmình nghĩ sẻ cao hơn cả năm 2022 nhiều', 'năm 2022 chưa có xét theo pt2 mà bạn', 'giải 3 tỉnh có kn đậu kinh doanh quốc tế ko ạ']"
Dạ mọi người cho em hỏi mình xét tuyển theo pt3 nhưng đã gần 2 tháng rồi hồ sơ mình ở vẫn chưa ở trạng thái hoàn tất kiểm dò có sao ko ạ,20 Tháng 6,2,0,0,0,0,0,0,0,"['Dạ mọi người cho em hỏi mình xét tuyển theo pt3 nhưng đã gần 2 tháng rồi hồ sơ mình ở vẫn chưa ở trạng thái hoàn tất kiểm dò có sao ko ạ', 'Bên pt2 mới hiện hoàn tất kiểm dò còn pt3 hiện kiểm tra xong e']"
Cho e hỏi mình xét theo nhóm 5 của phương thức 2 là mình dựa trên điểm chuẩn của xét thành tích học tập và năng lực ngoại ngữ hay điểm chuẩn của học bạ vậy ạ,17 Tháng 6,1,0,0,0,0,0,0,0,"['Cho e hỏi mình xét theo nhóm 5 của phương thức 2 là mình dựa trên điểm chuẩn của xét thành tích học tập và năng lực ngoại ngữ hay điểm chuẩn của học bạ vậy ạ', 'điểm chuẩn của thành tích học tập và năng lực ngoại ngữ em nha']"
"Dạ cho e hỏi là khi nào có kết quả mình đậu hay rớt ạ
có ngày hay khoảng thời gian nào chính xác không ạ
e cảm ơn ạ",7 Tháng 6,29,0,0,0,0,0,0,0,"['Dạ cho e hỏi là khi nào có kết quả mình đậu hay rớt ạ\ncó ngày hay khoảng thời gian nào chính xác không ạ\ne cảm ơn ạ', 'năm nay là 21/6 sẽ có thông báo chính thức nha', 'Thường là trước thi THPT nha\nNăm ngoái là trước 1 tuần']"
Cho e hỏi mình xét điểm học bạ 3 năm sinh giỏi là cộng tổng điểm trung bình 3 năm phải kh ạ,15 Tháng 6,1,0,0,0,0,0,0,0,"['Cho e hỏi mình xét điểm học bạ 3 năm sinh giỏi là cộng tổng điểm trung bình 3 năm phải kh ạ', 'Em xem cách tính điểm pt2 nhóm 5 ở đây nha: http://due.udn.vn/vi-vn/tuvantuyensinh2024/gt/cid/5417']"
Dạ cho em xin hỏi mình đăng kí online rồi thì khi nào mới nộp học bạ bằng giấy cho trường ạ?,10 Tháng 6,9,0,0,0,0,0,0,0,"['Dạ cho em xin hỏi mình đăng kí online rồi thì khi nào mới nộp học bạ bằng giấy cho trường ạ?', 'Đăng ký xét tuyển sớm ko cần nộp hồ sơ về trường e', 'Dạ cho em hỏi còn xét ko ạ']"
"pt2 nhóm 5 thì 245đ có an toàn đối với ngành quản trị dịch vụ du lịch và lữ hành kh ạ, em sợ quá vì năm nay em thấy xét giải và ielts nhiều ấy ạ",4 Tháng 6,29,0,0,0,0,0,0,0,"['pt2 nhóm 5 thì 245đ có an toàn đối với ngành quản trị dịch vụ du lịch và lữ hành kh ạ, em sợ quá vì năm nay em thấy xét giải và ielts nhiều ấy ạ', 'thường là sẽ xét nv1 trước rồi mới đến nv2 hay xét theo điểm từ cao xuống vậy ta =((( Tui xét ielts nhưng mà để nv2, đang lo', 'Em yên tâm nha có cơ hội vẫn rất cao.']"
Hồ sơ của em như này là kiểm dò xong chưa vậy ạ ?,8 Tháng 6,2,0,0,0,0,0,0,0,"['Hồ sơ của em như này là kiểm dò xong chưa vậy ạ ?', 'Vẫn ch xong em, em tiếp tục theo dõi hồ sơ nha']"
"Anh chị cho em hỏi. Xét học bạ online rồi mình đợi có kết quả mới ra bưu điện gửi học bạ về trường. Hay gửi hồ sơ trước rồi mới có kết quả ạ. 
Nếu gửi học bạ về trường cần những giấy tờ gì ạ.",10 Tháng 6,2,0,0,0,0,0,0,0,"['Anh chị cho em hỏi. Xét học bạ online rồi mình đợi có kết quả mới ra bưu điện gửi học bạ về trường. Hay gửi hồ sơ trước rồi mới có kết quả ạ. \nNếu gửi học bạ về trường cần những giấy tờ gì ạ.', 'Chỉ xét onl thế thôi em nha, k cần gửi hc bạ về trường đâu']"
"Hồ sơ xét tuyển theo pt ĐGNL của e chuyển kiểm dò gần 1th rồi mà vẫn chưa kiểm dò xong, không biết có ai như e kh…",8 Tháng 6,2,0,0,0,0,0,0,0,"['Hồ sơ xét tuyển theo pt ĐGNL của e chuyển kiểm dò gần 1th rồi mà vẫn chưa kiểm dò xong, không biết có ai như e kh…', 'Mình 30/5 mới đki mà kiểm dò xong lâu r cả 2pt luôn', 'E cứ chờ hội đồng kiểm dò hs cho e nha, e yên tâm']"
"Anh chị cho em hỏi là năm 2023 mới có xét học lực 3 năm hsg hay trước đây có rồi vậy ạ. Vì em thấy điểm nhóm 5 pt2 năm 2022 cao hơn năm 2023 rất nhiều nên em lo quá
.",6 Tháng 6,3,0,0,0,0,0,0,0,"['Anh chị cho em hỏi là năm 2023 mới có xét học lực 3 năm hsg hay trước đây có rồi vậy ạ. Vì em thấy điểm nhóm 5 pt2 năm 2022 cao hơn năm 2023 rất nhiều nên em lo quá\n.', 'Có lâu r á em, chỉ là bất đầu từ năm 2023 có qui đổi điểm để dễ hình dung hơn thôi', 'Nhóm 5 pt2 năm 2022 điểm như nào z mn']"
Dạ ac cho e hỏi là trường mình có đợt xét tuyển bổ sung kh ạ. Kiểu các bạn khác đậu nhưng kh học nên số lượng thí sinh học ít hơn so với chỉ tiêu ấy ạ.,7 Tháng 6,1,0,0,0,0,0,0,0,"['Dạ ac cho e hỏi là trường mình có đợt xét tuyển bổ sung kh ạ. Kiểu các bạn khác đậu nhưng kh học nên số lượng thí sinh học ít hơn so với chỉ tiêu ấy ạ.', 'Như mọi năm thì k có đợt 2 á em']"
"Hồ sơ của e ở trạng thái này lâu rồi, khi nào mới hoàn tất ạ",7 Tháng 6,3,0,0,0,0,0,0,0,"['Hồ sơ của e ở trạng thái này lâu rồi, khi nào mới hoàn tất ạ', 'Ủa không phải như này là xong rồi hả', 'E cứ chờ hội đồng kiểm dò hs cho e nha, e yên tâm']"
Mn ơi như vậy là hoàn tất r đk ạ,5 Tháng 6,5,0,0,0,0,0,0,0,"['Mn ơi như vậy là hoàn tất r đk ạ', 'b ơi cho mình xin link đki với ạ', 'Đúng rồi e']"
Có cách nào để đổi được NV không ạ. Nếu không thì khi nhập học em có được chuyển ngành không ạ:((,6 Tháng 6,3,0,0,0,0,0,0,0,"['Có cách nào để đổi được NV không ạ. Nếu không thì khi nhập học em có được chuyển ngành không ạ:((', 'Chuyển ngành sau khi đã học đc 1 năm thì e xem ở thông báo này Điều 17: https://dhkt-my.sharepoint.com/.../1284_2009_Quy%20ch%E1...… Xem thêm']"
Dạ anh chị cho e hỏi là vd như ngành A năm đó công bố điểm chuẩn học bạ là 27.5 thì các thí sinh năm đó từ 27.5 là đậu rồi hay phải xét thêm chỉ tiêu gì nữa kh ạ. Có trường hợp nào thí sinh trên 27.5 như công bố nhưng lại kh đậu kh ạ.,6 Tháng 6,2,0,0,0,0,0,0,0,"['Dạ anh chị cho e hỏi là vd như ngành A năm đó công bố điểm chuẩn học bạ là 27.5 thì các thí sinh năm đó từ 27.5 là đậu rồi hay phải xét thêm chỉ tiêu gì nữa kh ạ. Có trường hợp nào thí sinh trên 27.5 như công bố nhưng lại kh đậu kh ạ.', 'Bằng hoặc hơn điểm chuẩn là đậu e']"
Em đăng kí từ t4 miết giờ vẫn dang kiểm dò trong khi đó bạn em đăng kí sau em t5 mà đã kiểm tra xong vậy có sao ko ạ em lo quá,6 Tháng 6,1,0,0,0,0,0,0,0,"['Em đăng kí từ t4 miết giờ vẫn dang kiểm dò trong khi đó bạn em đăng kí sau em t5 mà đã kiểm tra xong vậy có sao ko ạ em lo quá', 'E cứ chờ thêm chút nha. Các hs sẽ đc kiểm dò hết']"
dạ cho em hỏi những năm gần đây pt2 có bao giờ xét tới nhóm 4 rồi ngừng vì đủ chỉ tiêu rồi kh ạ?,4 Tháng 6,20,0,0,0,0,0,0,0,"['dạ cho em hỏi những năm gần đây pt2 có bao giờ xét tới nhóm 4 rồi ngừng vì đủ chỉ tiêu rồi kh ạ?', 'Có nha, năm 2022-2023 tới pt5 là hết slot vì 1 số ngành (mar,kdqt) đủ chỉ tiêu ròi =))', 'Nguyen Anh đọc cmt']"
"Anh chị ơi hơn nửa tháng rồi mà hồ sơ của em chỉ dừng lại ở kiểm dò xong thông tin cá nhân, điểm thì có lâu quá không ạ ( em hơi sợ hồ sơ bị bỏ quên ạ 
)",5 Tháng 6,2,0,0,0,0,0,0,0,"['Anh chị ơi hơn nửa tháng rồi mà hồ sơ của em chỉ dừng lại ở kiểm dò xong thông tin cá nhân, điểm thì có lâu quá không ạ ( em hơi sợ hồ sơ bị bỏ quên ạ \n)', 'Cái này coi ở đâu v bạn', 'K sao em, vẫn đang kiểm dò hồ sơ á em']"
"Em ko biết phương thức tuyển sinh riêng của năm 2022 với 2023 có khác gì nhau mà nếu tính theo điểm của năm 2022 thì điểm rất cao còn quy đổi theo năm 2023 thì lại dễ thở hơn ạ,mà chỉ tiêu của 2 năm thì lại bằng nhau thì như vậy là do năm 2023 ít thí sinh đăng ký xét tuyển sớm hay sao ạ.",5 Tháng 6,5,0,0,0,0,0,0,0,"['Em ko biết phương thức tuyển sinh riêng của năm 2022 với 2023 có khác gì nhau mà nếu tính theo điểm của năm 2022 thì điểm rất cao còn quy đổi theo năm 2023 thì lại dễ thở hơn ạ,mà chỉ tiêu của 2 năm thì lại bằng nhau thì như vậy là do năm 2023 ít thí sinh đăng ký xét tuyển sớm hay sao ạ.', 'Điểm chuẩn của ngành phụ thuộc vào số lượng và chất lượng thí sinh đăng kí vào e nhé']"
"Anh chị cho em hỏi là nếu em đã đậu học bạ rồi mà em đk trên hệ thống của bộ là không để nv1( nv2,3,4...) thì nv học bạ em có đậu ko ạ",5 Tháng 6,5,0,0,0,0,0,0,0,"['Anh chị cho em hỏi là nếu em đã đậu học bạ rồi mà em đk trên hệ thống của bộ là không để nv1( nv2,3,4...) thì nv học bạ em có đậu ko ạ', 'Nếu em rớt nv1 thì mới xét tiếp, còn đậu thì k xét nữa', 'Không em nha. Khi đăng kí nguyện vọng thì trang của bộ giáo dục sẽ hiện tất cả các nguyện vọng em đã đậu của tất cả các phương thức. Em xem xét đặt nguyện vọng nào trước, nguyện vọng nào sau. Ví dụ em đặt NV1 đậu rồi thì các nguyện vọng dưới sẽ bị xóa … Xem thêm']"
"Mọi người ơi cho em hỏi 1 chút ( có lẽ sẽ hơi ngớ ngẩn 1 tí), là em nộp vào trường pt2 theo nhóm 3 và nhóm 5, thì ban đầu hồ sơ em có sai sót ở phần chứng nhận giải hsg, em đã sửa và hồ sơ báo đã kiểm duyệt xong như hình. Thế nhưng em vẫn lo lắng mãi là liệu có trường hợp nào mà vì chứng nhận giải hsg của em ko hợp lệ mà trường huỷ bỏ đăng kí của em ở nhóm 2 mà ko thông báo, rồi lấy điểm xét tuyển dựa trên điểm nhóm 5 em đã đăng kí ko ạ? ",5 Tháng 6,1,0,0,0,0,0,0,0,"['Mọi người ơi cho em hỏi 1 chút ( có lẽ sẽ hơi ngớ ngẩn 1 tí), là em nộp vào trường pt2 theo nhóm 3 và nhóm 5, thì ban đầu hồ sơ em có sai sót ở phần chứng nhận giải hsg, em đã sửa và hồ sơ báo đã kiểm duyệt xong như hình. Thế nhưng em vẫn lo lắng mãi là liệu có trường hợp nào mà vì chứng nhận giải hsg của em ko hợp lệ mà trường huỷ bỏ đăng kí của em ở nhóm 2 mà ko thông báo, rồi lấy điểm xét tuyển dựa trên điểm nhóm 5 em đã đăng kí ko ạ? ', 'Em sửa hồ sơ xong, hoàn tất kiểm dò thì cán bộ đã kiểm tra xong rồi nên em yên tâm nhaa']"
có anh chị nào khoa kinh doanh quốc tế cho em thắc mắc chút về chương trình đào tạo ngành này của trường mình với ạ,5 Tháng 6,1,0,0,0,0,0,0,0,"['có anh chị nào khoa kinh doanh quốc tế cho em thắc mắc chút về chương trình đào tạo ngành này của trường mình với ạ', 'Có contact của khoa e nha. E có thể liên hệ để đc tư vấn']"
"Mn ơi, cho mình hỏi nộp hồ sơ r thì có thể sửa thứ tự nguyện vọng không ạ?",5 Tháng 6,2,0,0,0,0,0,0,0,"['Mn ơi, cho mình hỏi nộp hồ sơ r thì có thể sửa thứ tự nguyện vọng không ạ?', 'Kh dc đâu e', 'Ko e nh']"
Dạ cho e hỏi năm nay trường có khả năng tăng điểm chuẩn xét học bạ lên ko ạ .,1 Tháng 6,3,0,0,0,0,0,0,0,"['Dạ cho e hỏi năm nay trường có khả năng tăng điểm chuẩn xét học bạ lên ko ạ .', 'Chắc same năm trc tại năm nay thêm chỉ tiêu', 'T nghĩ tăng cao lun']"
Cho PH hỏi thời gian dự kiến công bố kết quả xét tuyển sớm là khi nào vậy các bạn ?,4 Tháng 6,4,0,0,0,0,0,0,0,"['Cho PH hỏi thời gian dự kiến công bố kết quả xét tuyển sớm là khi nào vậy các bạn ?', 'Xin chào quý phụ huynh, điểm chuẩn sẽ đc công bố trước kỳ thi TN THPT ạ', 'Dạ năm trước là trước khi thi thpt 1 tuần ạ']"
Cho e hỏi là kiểm tra minh chứng là mình gửi hồ sơ về trường hay là kiểm tra những j mình đã tải lên hệ thống ạ ?,4 Tháng 6,1,0,0,0,0,0,0,0,"['Cho e hỏi là kiểm tra minh chứng là mình gửi hồ sơ về trường hay là kiểm tra những j mình đã tải lên hệ thống ạ ?', 'Kiểm tra mình chứng mà e up lên nha']"
"Dạ anh chị cho em hỏi
em xét theo pt2 nhóm 5, tổng điểm lớp 10 11 và kì I lớp 12 của em là 25,9
em thuộc khu vực 1 và đối tượng ưu tiên 06
Cho em hỏi là mình cộng điểm ưu tiên này vào rồi quy đổi điểm ra theo phương thức hay là như nào vậy ạa
hay là pt2 nhóm 5 này kh cộng điểm ưu tiên vậy ạ, mọi người có thể tính điểm giúp em với được khh",4 Tháng 6,5,0,0,0,0,0,0,0,"['Dạ anh chị cho em hỏi\nem xét theo pt2 nhóm 5, tổng điểm lớp 10 11 và kì I lớp 12 của em là 25,9\nem thuộc khu vực 1 và đối tượng ưu tiên 06\nCho em hỏi là mình cộng điểm ưu tiên này vào rồi quy đổi điểm ra theo phương thức hay là như nào vậy ạa\nhay là pt2 nhóm 5 này kh cộng điểm ưu tiên vậy ạ, mọi người có thể tính điểm giúp em với được khh', 'Bạn ib mình', 'http://due.udn.vn/vi-vn/tuvantuyensinh2024/gt/cid/5417']"
"Hồ sơ của em đã hoàn thành phần kiểm tra thông tin và điểm còn phần minh chứng vẫn chưa ktra, vậy nếu minh chứng của em chưa hợp lệ thì sau ngày 5/6 có được thay đổi k vậy ạ",4 Tháng 6,1,0,0,0,0,0,0,0,"['Hồ sơ của em đã hoàn thành phần kiểm tra thông tin và điểm còn phần minh chứng vẫn chưa ktra, vậy nếu minh chứng của em chưa hợp lệ thì sau ngày 5/6 có được thay đổi k vậy ạ', 'Đc e nha, e yên tâm']"
Anh chị cho em hỏi như này là không cần thay đổi gì nữa đúng k ạ,29 Tháng 5,5,0,0,0,0,0,0,0,"['Anh chị cho em hỏi như này là không cần thay đổi gì nữa đúng k ạ', 'Xong r đó e']"
Em đăng kí xét tuyển trên web trường và họ kh yêu cầu nộp lệ phí. Trong khi một số bạn thì có ạ. Em muốn hỏi vì sao lại như thế ạ? ,3 Tháng 6,5,0,0,0,0,0,0,0,"['Em đăng kí xét tuyển trên web trường và họ kh yêu cầu nộp lệ phí. Trong khi một số bạn thì có ạ. Em muốn hỏi vì sao lại như thế ạ? ', 'Cho cô hỏi xíu với. Hs con cô nộp sớm mà giờ vẫn chưa kiểm dò xong là sao vậy? Cô cảm ơn', 'Tuyển sinh riêng thì k có nộp lệ phí á']"
"Các bạn cho cô hỏi với, sao hồ sơ cháu nhà cô chuyển kiểm dò lâu vậy mà vẫn chưa xong, có vấn đề gì không vậy? Cô cảm ơn.",3 Tháng 6,3,0,0,0,0,0,0,0,"['Các bạn cho cô hỏi với, sao hồ sơ cháu nhà cô chuyển kiểm dò lâu vậy mà vẫn chưa xong, có vấn đề gì không vậy? Cô cảm ơn.', 'Dạ k có vẫn đề gì đâu ạ, hiện tại hs vẫn đang đc kiểm dò đó ạ']"
